customer_id,first_name,last_name,gender,date_of_birth,age,email,phone_number,city,state,country,postal_code,occupation,annual_income,marital_status,education_level,employment_status,customer_since,customer_segment,kyc_status,risk_rating,is_politically_exposed,preferred_channel,email_verified,phone_verified,num_complaints_last_year,is_quarantined
CUST_00086,Ishaan,Bhat,M,1985-08-29 00:00:00,41,ishaan.bhat254@rediffmail.com,+91-8102209245,Kochi,Kerala,IN,773121,SELF_EMPLOYED,370019.0,MARRIED,,EMPLOYED,2016-09-29 00:00:00,SME,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00087,Divya,DSouza,M,1982-08-28 00:00:00,44,divya.dsouza346@yahoo.in,+91-8431561831,Ahmedabad,Gujarat,IN,470437,HOMEMAKER,88312.0,SINGLE,,RETIRED,2022-01-03 00:00:00,RETAIL,VERIFIED,LOW,False,BRANCH,True,True,3,False
CUST_00088,Diya,Iyer,F,1985-05-23 00:00:00,41,diya.iyer774@yahoo.in,+91-7843532841,Ahmedabad,Gujarat,IN,209807,,613069.0,SINGLE,,SELF_EMPLOYED,2022-04-19 00:00:00,SME,VERIFIED,,False,MOBILE_APP,True,True,1,False
CUST_00089,Saanvi,Reddy,M,1992-07-20 00:00:00,34,saanvi.reddy644@yahoo.in,+91-9950915172,Jaipur,Rajasthan,IN,573873,SALARIED_HEALTHCARE,644532.0,SINGLE,GRADUATE,STUDENT,2025-09-13 00:00:00,RETAIL,VERIFIED,HIGH,True,INTERNET_BANKING,True,True,1,False
CUST_00090,Saanvi,Patel,M,1992-03-10 00:00:00,34,saanvi.patel512@gmail.com,+91-8268973245,Hyderabad,Telangana,IN,122653,SELF_EMPLOYED,912149.0,SINGLE,GRADUATE,SELF_EMPLOYED,2019-03-23 00:00:00,SME,,,False,,True,True,0,False
CUST_00091,Farhan,Chatterjee,M,1993-02-22 00:00:00,33,farhan.chatterjee944@yahoo.in,+91-9470591645,Kochi,Kerala,IN,452622,RETIRED,86491.0,MARRIED,HIGH_SCHOOL,SELF_EMPLOYED,2025-07-18 00:00:00,RETAIL,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00092,Krishna,Sharma,F,1965-10-09 00:00:00,60,krishna.sharma381@yahoo.in,+91-9220265024,Chennai,Tamil Nadu,IN,391819,SALARIED_IT,277359.0,MARRIED,GRADUATE,EMPLOYED,2024-08-18 00:00:00,RETAIL,VERIFIED,,False,BRANCH,True,True,0,False
CUST_00093,Joseph,Singh,M,1993-06-02 00:00:00,33,joseph.singh154@yahoo.in,+91-9999302060,Mysuru,Karnataka,IN,147081,HOMEMAKER,340801.0,MARRIED,GRADUATE,SELF_EMPLOYED,2026-06-10 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,False,False,1,False
CUST_00094,Arjun,Chauhan,M,1972-05-10 00:00:00,54,arjun.chauhan758@yahoo.in,+91-7992549954,Indore,Madhya Pradesh,IN,627326,SELF_EMPLOYED,1212092.0,MARRIED,POST_GRADUATE,,2022-10-19 00:00:00,RETAIL,VERIFIED,,False,MOBILE_APP,True,True,0,False
CUST_00095,Saanvi,Nair,F,1973-01-03 00:00:00,53,saanvi.nair944@yahoo.in,+91-9853820334,Hyderabad,Telangana,IN,543121,GOVERNMENT_EMPLOYEE,743811.0,,HIGH_SCHOOL,,2021-10-05 00:00:00,RETAIL,VERIFIED,HIGH,False,MOBILE_APP,True,True,1,False
CUST_00096,Ira,Banerjee,M,1978-05-14 00:00:00,48,ira.banerjee461@rediffmail.com,+91-7348762713,Indore,Madhya Pradesh,IN,671957,GOVERNMENT_EMPLOYEE,514893.0,MARRIED,,UNEMPLOYED,2025-08-19 00:00:00,PREMIUM,EXPIRED,HIGH,False,MOBILE_APP,False,True,0,False
CUST_00097,Vihaan,Singh,F,1998-05-15 00:00:00,28,vihaan.singh105@yahoo.in,,Noida,Uttar Pradesh,IN,343086,SALARIED_HEALTHCARE,979494.0,MARRIED,GRADUATE,EMPLOYED,2026-02-13 00:00:00,RETAIL,EXPIRED,MEDIUM,False,MOBILE_APP,True,True,0,False
CUST_00098,Aditya,Kulkarni,F,1978-07-06 00:00:00,48,aditya.kulkarni220@yahoo.in,+91-7181037719,Pune,Maharashtra,IN,265851,,542896.0,SINGLE,GRADUATE,EMPLOYED,2021-08-11 00:00:00,RETAIL,PENDING,LOW,False,INTERNET_BANKING,True,False,0,False
CUST_00099,Anika,Menon,,1979-04-07 00:00:00,47,anika.menon831@outlook.com,+91-6251647421,Chandigarh,Punjab,IN,604596,FREELANCER,1484105.0,WIDOWED,HIGH_SCHOOL,EMPLOYED,2020-11-01 00:00:00,PRIVATE_BANKING,VERIFIED,LOW,False,BRANCH,True,True,0,False
CUST_00100,Dhruv,Rao,F,2007-11-24 00:00:00,18,dhruv.rao582@yahoo.in,+91-8418534256,Delhi,Delhi,IN,626137,BUSINESS_OWNER,769220.0,,,EMPLOYED,2017-06-05 00:00:00,RETAIL,VERIFIED,LOW,False,INTERNET_BANKING,True,True,2,False
CUST_00101,Rohan,Bhat,M,1980-01-04 00:00:00,46,rohan.bhat140@yahoo.in,+91-9145427973,Mysuru,Karnataka,IN,780318,BUSINESS_OWNER,494226.0,SINGLE,POST_GRADUATE,UNEMPLOYED,2025-08-27 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,False,False,1,False
CUST_00102,Kavya,Agarwal,F,2004-06-22 00:00:00,22,kavya.agarwal145@outlook.com,+91-9201225242,Pune,Maharashtra,IN,473656,FREELANCER,426953.0,,POST_GRADUATE,RETIRED,2022-11-25 00:00:00,RETAIL,EXPIRED,LOW,False,,True,True,0,False
CUST_00103,Kabir,Chauhan,F,1997-01-16 00:00:00,29,kabir.chauhan704@yahoo.in,+91-6698604397,Kochi,Kerala,IN,145035,RETIRED,523296.0,,DIPLOMA,SELF_EMPLOYED,2022-07-13 00:00:00,PRIVATE_BANKING,VERIFIED,LOW,False,,False,True,0,False
CUST_00104,Sneha,Rao,F,2008-08-02 00:00:00,18,sneha.rao677@outlook.com,+91-7277326067,Pune,Maharashtra,IN,162046,BUSINESS_OWNER,997549.0,,,UNEMPLOYED,2024-03-01 00:00:00,RETAIL,REJECTED,MEDIUM,False,PHONE_BANKING,True,True,1,False
CUST_00105,Neha,Menon,M,1967-08-18 00:00:00,59,neha.menon477@outlook.com,+91-6971703178,Gurugram,Haryana,IN,701655,,40514.0,,GRADUATE,STUDENT,2022-02-14 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00106,Neha,Chatterjee,OTHER,2008-03-04 00:00:00,18,neha.chatterjee973@rediffmail.com,+91-6742509523,Bengaluru,Karnataka,IN,285284,SALARIED_IT,1249150.0,SINGLE,DOCTORATE,STUDENT,2020-11-02 00:00:00,PREMIUM,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00107,Diya,Pillai,M,1977-09-24 00:00:00,49,diya.pillai777@gmail.com,+91-9972536230,Indore,Madhya Pradesh,IN,215896,FREELANCER,448887.0,MARRIED,DIPLOMA,EMPLOYED,2019-11-18 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,1,False
CUST_00108,Vihaan,Kapoor,F,1985-05-14 00:00:00,41,vihaan.kapoor702@gmail.com,+91-9731897202,Chandigarh,Punjab,IN,425076,BUSINESS_OWNER,949870.0,MARRIED,GRADUATE,EMPLOYED,2026-03-30 00:00:00,PREMIUM,VERIFIED,LOW,False,INTERNET_BANKING,True,True,0,False
CUST_00109,Farhan,Desai,,1999-12-31 00:00:00,26,farhan.desai52@outlook.com,+91-9026379752,Chennai,Tamil Nadu,IN,496244,FREELANCER,554729.0,MARRIED,HIGH_SCHOOL,SELF_EMPLOYED,2026-02-22 00:00:00,PREMIUM,VERIFIED,LOW,False,BRANCH,True,True,0,False
CUST_00110,Riya,Verma,F,1983-12-11 00:00:00,42,riya.verma886@gmail.com,+91-8036231979,Coimbatore,Tamil Nadu,IN,788818,GOVERNMENT_EMPLOYEE,984522.0,SINGLE,POST_GRADUATE,SELF_EMPLOYED,2016-11-09 00:00:00,PRIVATE_BANKING,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00111,Aarav,Pillai,M,1989-12-14 00:00:00,36,aarav.pillai333@outlook.com,+91-7121617417,Ahmedabad,Gujarat,IN,793112,FREELANCER,1252594.0,MARRIED,POST_GRADUATE,SELF_EMPLOYED,2019-08-22 00:00:00,PREMIUM,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00112,Joseph,Mehta,F,1999-04-03 00:00:00,27,joseph.mehta866@yahoo.in,+91-9610515710,Hyderabad,Telangana,IN,695365,GOVERNMENT_EMPLOYEE,660764.0,SINGLE,POST_GRADUATE,EMPLOYED,2018-10-09 00:00:00,RETAIL,VERIFIED,HIGH,False,MOBILE_APP,True,True,0,False
CUST_00113,Aadhya,Kulkarni,M,1988-01-31 00:00:00,38,aadhya.kulkarni123@rediffmail.com,+91-8275639056,Mysuru,Karnataka,IN,166688,SALARIED_IT,1160637.0,WIDOWED,DOCTORATE,STUDENT,2016-10-02 00:00:00,PREMIUM,VERIFIED,MEDIUM,False,PHONE_BANKING,True,True,2,False
CUST_00114,Nikhil,Bhat,M,1957-12-14 00:00:00,68,nikhil.bhat440@rediffmail.com,,Coimbatore,Tamil Nadu,IN,669711,SALARIED_HEALTHCARE,538972.0,SINGLE,POST_GRADUATE,SELF_EMPLOYED,2020-12-23 00:00:00,RETAIL,VERIFIED,LOW,False,MOBILE_APP,True,True,0,False
CUST_00115,Saanvi,Chatterjee,M,1968-01-10 00:00:00,58,saanvi.chatterjee368@yahoo.in,+91-6708169264,Indore,Madhya Pradesh,IN,532986,,475038.0,WIDOWED,HIGH_SCHOOL,EMPLOYED,2020-08-04 00:00:00,PREMIUM,VERIFIED,HIGH,False,INTERNET_BANKING,True,True,0,False
CUST_00116,Vivaan,Verma,M,1971-03-03 00:00:00,55,vivaan.verma10@outlook.com,+91-7807629146,Mysuru,Karnataka,IN,655583,STUDENT,83864.0,SINGLE,HIGH_SCHOOL,EMPLOYED,2022-03-16 00:00:00,RETAIL,VERIFIED,MEDIUM,False,MOBILE_APP,True,True,0,False
CUST_00117,Aditya,Chandrakanti,M,2008-06-08 00:00:00,18,aditya.chandrakanti506@yahoo.in,+91-6386902139,Chandigarh,Punjab,IN,188693,STUDENT,132351.0,SINGLE,DOCTORATE,EMPLOYED,2022-10-05 00:00:00,,VERIFIED,LOW,True,MOBILE_APP,True,True,0,False
CUST_00118,Aditya,Sharma,F,1981-10-25 00:00:00,44,aditya.sharma835@outlook.com,+91-6785418196,Chennai,Tamil Nadu,IN,529692,SALARIED_HEALTHCARE,685659.0,MARRIED,POST_GRADUATE,UNEMPLOYED,2022-10-13 00:00:00,PREMIUM,VERIFIED,MEDIUM,False,MOBILE_APP,True,True,0,False
CUST_00119,Dhruv,Fernandes,F,2008-03-23 00:00:00,18,dhruv.fernandes500@gmail.com,+91-9812186906,Jaipur,Rajasthan,IN,158205,,613648.0,SINGLE,GRADUATE,SELF_EMPLOYED,2026-02-22 00:00:00,SME,PENDING,HIGH,False,INTERNET_BANKING,True,True,0,False
CUST_00120,Riya,Reddy,M,1983-09-24 00:00:00,43,riya.reddy247@outlook.com,+91-7194675791,Pune,Maharashtra,IN,343524,SALARIED_HEALTHCARE,848289.0,,GRADUATE,EMPLOYED,2020-10-19 00:00:00,RETAIL,PENDING,,False,,True,True,1,False
CUST_90001,Meera,Chatterjee,F,1998-06-17 00:00:00,28,meera.chatterjee264@rediffmail.com,+91-9107657723,Chennai,Tamil Nadu,IN,624426,BUSINESS_OWNER,509965.0,MARRIED,GRADUATE,RETIRED,2023-11-21 00:00:00,SME,VERIFIED,,False,,True,True,0,False
CUST_90002,Joseph,Shah,M,1979-12-06 00:00:00,46,joseph.shah249@gmail.com,+91-8459170565,Pune,Maharashtra,IN,225233,STUDENT,156323.0,MARRIED,DIPLOMA,SELF_EMPLOYED,2024-07-22 00:00:00,PREMIUM,VERIFIED,MEDIUM,False,INTERNET_BANKING,True,True,0,False
CUST_90003,Saanvi,Kapoor,M,2000-12-08 00:00:00,25,saanvi.kapoor454@rediffmail.com,+91-8085901151,Kolkata,West Bengal,IN,544303,FREELANCER,491439.0,SINGLE,GRADUATE,EMPLOYED,2025-07-08 00:00:00,RETAIL,PENDING,,False,MOBILE_APP,True,True,0,False
CUST_90004,Sneha,Chandrakanti,F,1990-08-01 00:00:00,36,sneha.chandrakanti152@rediffmail.com,+91-6547374338,Mumbai,Maharashtra,IN,492364,SALARIED_BANKING,392354.0,MARRIED,DIPLOMA,EMPLOYED,2015-11-15 00:00:00,PRIVATE_BANKING,PENDING,MEDIUM,False,BRANCH,False,True,0,False
